year,month,precip,rad,temp,heat,s_mois0_10,s_mois10_200,hum,NOI,A.fendleri,P.tovarense,H.moritziana,R.grandis,C.tremadena,B.reticulata,V. ferrugia,P.fendleri,G.olfenciana,E.amazonicum,M.dodecandra,G.latifolia,T.rubriverbium,E.americanus,Viburnum timoides var venezuelense,Aspidosperma fendleri,Protium  tovarense,Hyronima  moritziana,Richeria  grandis,Caracasia tremadena,Byrsonima reticulata,Vismia ferruginea,Palicurea fendleri,Guapira olfersiana,Erytroxylum amazonicum,Miconea dodecandra,Gaffenridia latifolia,Tretrorchidium rubriverbium,Eliocarpus americanus,Viburnum timoides var venezuelense
1993,11,0.0000582,43.8,296.73,-0.6,0.3224,0.2894,0.017589999,0,5,5,4,2,0,5,0,0,0,0,0,0,2,3,0,0,0,0,0,5,0,3,2,0,4,0,3,0,0,0
1993,12,0.000006,57.5,298.24,-1,0.2288,0.2159,0.0147,0.1,0,0,4,0,0,5,0,0,0,0,0,0,2,3,0,0,5,0,0,0,0,2,4,0,4,0,0,0,0,1
1994,1,0.000001,64.8,299.02,-0.6,0.1679,0.1488,0.01303,0.1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,3,4,3,0,3,0,0,4,3,1
1994,2,0.0000046,62.1,300.01,-0.7,0.1491,0.1198,0.01284,0.1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,5,4,0,0,4,5,3,0,2,0,0,5,4,0
1994,3,0.0000027,64.1,302.35,-0.7,0.1287,0.1086,0.012,0.2,0,0,0,0,4,0,0,0,5,0,5,0,0,0,4,2,4,5,0,0,4,0,3,0,1,0,0,2,3,0
1994,4,0.0000087,58,302.53,-1.1,0.1525,0.1273,0.01324,0.3,0,0,0,0,4,0,0,0,4,2,5,0,0,0,4,1,4,5,0,0,5,0,0,0,0,0,0,1,3,0
1994,5,0.0000375,49.7,299.75,-0.6,0.2729,0.1884,0.01595,0.4,1,0,0,0,0,0,0,0,4,2,5,0,0,0,4,0,2,0,0,1,5,0,0,0,0,0,0,0,3,0
1994,6,0.0000223,50.5,298.74,-0.1,0.268,0.258,0.015769999,0.4,2,0,0,4,0,0,3,5,4,3,5,5,0,0,4,0,2,0,0,2,0,0,0,0,0,5,0,0,0,0
1994,7,0.0000481,47.8,297.22,0.3,0.3054,0.3022,0.01663,0.4,4,0,0,5,0,0,4,5,0,0,0,5,0,0,4,0,1,0,0,3,0,0,0,0,0,5,0,0,0,0
1994,8,0.0000866,44.1,296.91,0.3,0.3426,0.3223,0.017589999,0.4,5,0,0,5,0,0,4,5,0,0,0,5,0,0,0,0,1,0,0,4,0,0,0,3,0,5,0,0,0,0
1994,9,0.0000871,42.9,296.75,-0.6,0.3632,0.3564,0.018100001,0.6,5,0,5,2,0,4,4,4,0,0,0,5,4,5,0,0,0,0,5,4,0,0,0,2,0,0,4,0,0,3
1994,10,0.0000652,45.6,296.9,-1,0.3455,0.3436,0.01787,0.7,5,0,5,0,0,5,0,3,0,0,0,3,4,5,0,0,0,0,5,3,0,0,2,4,5,0,3,0,0,3
1994,11,0.0000441,48.6,297,-0.6,0.3002,0.2795,0.017240001,1,0,0,5,0,0,5,0,0,0,0,0,0,1,5,0,3,0,0,5,3,0,3,1,0,5,0,2,0,0,3
1994,12,0.0000055,55.8,298.92,-1.1,0.223,0.2032,0.01469,1.1,0,0,5,0,0,5,0,0,0,0,0,0,1,5,0,2,0,0,4,0,0,2,1,0,5,0,0,0,0,1
1995,1,0.0000001,69.9,300.18,-0.6,0.1549,0.1417,0.01267,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,2,3,3,0,3,0,0,2,5,1
1995,2,0.0000001,72.7,301.72,-1.1,0.12,0.1151,0.01169,0.7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,2,3,0,4,0,0,2,5,0
1995,3,0.0000282,53.1,301.99,-1.2,0.1863,0.1094,0.01433,0.5,3,0,0,0,5,0,0,0,2,0,3,0,0,0,3,0,0,4,4,0,1,2,3,0,0,0,0,1,4,0
1995,4,0.0000324,49.3,300.74,-0.9,0.2561,0.138,0.015799999,0.3,2,0,0,0,5,0,0,0,3,2,3,0,0,0,3,0,0,5,3,0,2,0,0,0,0,0,0,1,3,0
1995,5,0.0000561,48.5,299.39,0.7,0.2923,0.2007,0.01688,0.1,3,0,0,0,0,0,0,4,4,3,3,0,0,0,3,0,0,0,3,5,3,0,0,0,0,0,0,0,3,0
1995,6,0.0001012,39.6,297.13,1,0.3608,0.3237,0.01857,0,4,0,0,0,0,0,5,4,4,2,3,0,0,0,3,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0
1995,7,0.0000899,43.6,296.85,-0.6,0.3708,0.3699,0.018069999,-0.2,0,0,0,0,0,0,5,4,0,0,0,3,0,0,3,1,0,0,2,4,0,0,0,0,0,2,0,0,0,0
1995,8,0.0001005,40.7,297.51,-2,0.3829,0.3852,0.01901,-0.5,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,2,0,0,2,4,0,0,0,3,0,2,0,0,0,0
1995,9,0.0000869,43.4,297.47,-1.6,0.3741,0.3726,0.01897,-0.8,0,0,3,0,0,2,5,4,0,0,0,4,3,5,0,5,0,0,2,2,0,0,0,4,0,1,3,0,0,0
1995,10,0.0000755,44,297.29,-0.9,0.3569,0.3544,0.01856,-1,0,0,3,0,0,5,4,0,0,0,0,3,4,5,0,5,0,0,2,2,0,0,4,3,3,0,3,0,0,0
1995,11,0.0000513,46.8,297.15,-0.5,0.3145,0.3016,0.01746,-1,0,0,4,0,0,5,0,0,0,0,0,0,4,5,0,0,0,0,0,1,0,5,4,0,3,0,3,0,0,4
1995,12,0.0000197,50.9,298.04,-1,0.2528,0.2219,0.01589,-1,0,0,5,0,0,2,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,5,4,0,3,0,1,0,2,4
1996,1,0.0000048,59.8,299.41,-1,0.2018,0.1556,0.0138,-0.9,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,2,2,0,3,0,0,3,3,1
1996,2,0.0000058,57,300.89,-0.9,0.1728,0.1227,0.01354,-0.8,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,3,0,2,0,0,3,3,0
1996,3,0.0000095,56.3,301.84,-1.1,0.1886,0.1101,0.01312,-0.6,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,1,0,3,0,0,5,1,2,0,0,0,0,3,3,0
1996,4,0.0000412,51.6,300.65,0.8,0.2211,0.1364,0.01474,-0.4,0,0,0,0,4,0,0,0,4,2,5,0,0,0,3,2,0,4,0,0,4,0,0,0,0,0,0,0,3,0
1996,5,0.0000579,44.4,297.96,-0.2,0.3015,0.2228,0.017650001,-0.3,0,0,0,0,0,0,0,1,5,2,4,0,0,0,3,3,0,0,0,2,3,0,0,0,0,0,0,0,3,0
1996,6,0.0000951,41.4,296.95,0.8,0.3478,0.317,0.01802,-0.3,0,0,0,0,0,0,4,3,5,4,3,1,0,0,3,4,0,0,0,2,0,0,0,0,0,3,0,0,0,0
1996,7,0.0000883,42.8,296.66,-0.3,0.3727,0.3731,0.01791,-0.3,0,0,0,0,0,0,4,4,0,3,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
1996,8,0.0000847,43,296.74,-1,0.3712,0.3704,0.01804,-0.3,0,0,0,0,0,0,4,4,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0
1996,9,0.0000954,41.9,297.14,-1.3,0.3747,0.3703,0.01856,-0.4,0,0,5,0,0,5,5,4,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,2,0,0,3,0,0,0
1996,10,0.0000793,43.1,297.03,-0.9,0.3609,0.3571,0.018440001,-0.4,1,0,5,4,0,2,3,0,0,0,0,2,4,4,0,0,0,0,0,5,0,0,4,5,5,0,3,0,0,0
1996,11,0.0000712,41.5,296.92,-0.4,0.3312,0.3059,0.01794,-0.4,4,0,5,3,0,2,0,0,0,0,0,0,4,4,0,0,0,0,0,1,0,5,4,0,5,0,3,0,0,2
1996,12,0.0000296,49.8,297.42,-0.6,0.2709,0.2389,0.01606,-0.5,5,0,5,2,0,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,1
1997,1,0.00002,52.5,297.9,-0.4,0.2373,0.1685,0.0148,-0.5,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,4,3,3,5,3,0,0,3,4,1
1997,2,0.0000218,52.8,298.07,-0.8,0.2379,0.1348,0.01448,-0.4,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,4,3,3,5,3,0,0,3,3,2
1997,3,0.0000009,62.5,301.51,-1,0.17,0.1159,0.01208,-0.1,0,5,0,0,5,0,0,0,5,0,0,0,0,0,4,2,0,3,0,0,3,2,2,5,0,0,0,3,4,0
1997,4,0.0000302,50.4,300.81,-0.9,0.2288,0.1322,0.01503,0.3,5,0,0,0,5,0,0,0,5,3,3,0,0,0,4,0,4,5,0,0,2,0,0,5,0,0,0,2,4,0
1997,5,0.0000259,50.9,300,-0.8,0.2655,0.1874,0.01575,0.8,5,0,0,0,0,0,0,1,3,4,3,0,0,0,4,0,4,0,0,4,1,0,0,5,0,0,0,1,4,0
1997,6,0.0000453,46.1,298.66,0.2,0.2985,0.2655,0.01736,1.2,5,0,0,0,0,0,3,2,3,3,4,4,0,0,4,0,5,0,0,4,0,0,0,5,0,5,0,0,0,0
1997,7,0.0000513,45.5,297.8,-0.1,0.3066,0.3037,0.017340001,1.6,1,0,0,0,0,0,4,2,0,0,0,4,0,0,4,0,5,0,0,5,0,0,0,5,0,5,0,0,0,0
1997,8,0.0000852,41.8,297.57,-0.8,0.345,0.335,0.01829,1.9,2,0,0,0,0,0,4,4,0,0,0,3,0,0,0,0,5,0,0,5,0,0,0,3,0,1,0,0,0,0
1997,9,0.000078,43.6,297.64,-1.6,0.3586,0.3589,0.018999999,2.1,0,0,1,0,0,5,5,0,0,0,0,3,5,3,0,0,5,0,0,5,0,0,0,3,0,0,3,0,0,0
1997,10,0.000086,44,297.78,-1.2,0.3547,0.3471,0.01894,2.3,0,0,2,0,0,5,2,0,0,0,0,0,5,3,0,0,5,0,0,3,0,0,4,3,4,0,2,0,0,2
1997,11,0.0000557,44.8,297.38,-0.5,0.3174,0.2936,0.017929999,2.4,0,0,2,0,0,5,0,0,0,0,0,0,5,3,0,0,4,0,0,4,0,2,4,0,4,0,1,0,0,2
1997,12,0.0000004,63.8,299.33,-0.9,0.2049,0.2067,0.01404,2.4,0,0,4,0,0,5,0,0,0,0,0,0,5,3,0,0,2,0,0,0,0,3,5,0,4,0,0,0,0,3
1998,1,0.0000106,55.8,300.54,-1,0.1982,0.1427,0.01376,2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,5,4,3,0,1,0,0,4,4,1
1998,2,0.0000064,51.9,302.73,-1.5,0.1973,0.1174,0.01409,1.9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,4,3,0,2,0,0,4,3,0
1998,3,0.0000113,51.3,303.55,-0.4,0.1535,0.1077,0.01339,1.4,2,0,0,0,3,0,0,0,3,0,5,0,0,0,3,0,0,2,0,0,3,4,0,0,1,0,0,4,5,0
1998,4,0.000054,41.2,300.52,-1.1,0.2803,0.1469,0.01781,1,5,0,0,0,4,0,0,0,3,5,5,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,1,5,0
1998,5,0.0001145,36.2,298.48,1.2,0.3413,0.2484,0.01969,0.5,5,0,0,0,0,0,0,2,4,5,5,0,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,4,0
1998,6,0.0000778,41.3,297.55,0.1,0.3571,0.3484,0.0187,-0.1,4,0,0,5,0,0,2,4,5,5,5,4,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0
1998,7,0.000076,43.2,297.19,-0.8,0.3632,0.3635,0.01835,-0.8,2,0,0,5,0,0,2,5,0,5,0,4,0,0,3,0,0,0,0,4,0,0,3,0,0,4,0,0,0,0
1998,8,0.0000891,42.5,297.63,-1.8,0.3675,0.3619,0.018990001,-1.1,0,3,0,5,0,0,3,5,0,0,0,4,0,0,0,0,0,0,0,4,0,0,2,5,0,4,2,0,0,0
1998,9,0.0000742,43.9,297.73,-1.6,0.3688,0.3743,0.01904,-1.3,0,5,5,0,0,4,4,5,0,0,0,2,5,4,0,0,0,0,0,4,0,0,2,4,0,0,4,0,0,1
1998,10,0.0000716,43,297.5,-0.8,0.341,0.3287,0.01864,-1.4,0,4,4,0,0,4,4,0,0,0,0,2,5,4,0,4,0,0,4,4,0,0,4,4,3,0,5,0,0,2
1998,11,0.0000336,46.8,297.81,-0.7,0.2853,0.2773,0.0173,-1.5,0,0,4,0,0,3,0,0,0,0,0,0,5,4,0,3,3,0,4,4,0,5,4,0,3,0,0,0,0,2
1998,12,0.0000423,45.1,297.23,-0.1,0.2814,0.2084,0.017109999,-1.6,0,0,4,0,0,3,0,0,0,0,0,0,5,4,0,3,4,0,5,0,0,5,3,0,2,0,0,0,0,3
1999,1,0.0000212,45.6,297.22,-0.3,0.2503,0.161,0.01562,-1.5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,3,4,0,3,3,2,0,1,0,0,1,1,0
1999,2,0.0000119,52.4,299.48,-1.1,0.2165,0.1294,0.01375,-1.3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,2,4,0,4,4,1,0,1,0,0,1,2,0
1999,3,0.0000022,61.6,302.05,-1,0.1808,0.1135,0.01275,-1.1,0,0,0,0,5,0,0,0,1,0,3,0,0,0,4,5,5,1,4,0,4,2,1,0,0,0,0,1,3,0
1999,4,0.0000299,50.5,300.34,-1,0.2488,0.1342,0.01484,-1,1,0,0,0,5,0,0,0,2,5,4,0,0,0,5,0,5,4,3,0,2,0,0,0,0,0,0,0,4,0
1999,5,0.0000287,53.8,299.78,-0.5,0.2688,0.1889,0.01545,-1,2,0,0,0,0,0,0,3,4,4,5,0,0,0,5,0,4,0,3,1,3,0,0,0,0,0,0,0,4,0
1999,6,0.0000859,43.3,297.11,2.3,0.336,0.2829,0.01778,-1,4,0,0,0,0,0,4,4,4,4,2,5,0,0,5,0,4,0,3,2,0,0,0,0,0,2,0,0,0,0
1999,7,0.0000726,44.8,296.58,-0.1,0.3537,0.3491,0.017650001,-1.1,5,0,0,0,0,0,4,4,0,3,0,4,0,0,5,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0
1999,8,0.000106,40.7,297,-1.1,0.3759,0.368,0.01833,-1.1,5,4,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,2,4,0,0,0,5,0,1,0,0,0,0
1999,9,0.0000911,43,297.16,-1.1,0.3765,0.3753,0.018610001,-1.2,0,5,5,0,0,5,3,4,0,0,0,3,3,4,0,5,0,0,2,4,0,0,0,4,0,1,4,0,0,0
1999,10,0.000076,43.3,297.04,-0.8,0.3602,0.3509,0.01843,-1.3,0,3,5,0,0,4,4,0,0,0,0,3,3,4,0,5,0,0,0,5,0,0,2,4,3,1,4,0,0,2
1999,11,0.0000575,45.7,297,-0.6,0.3242,0.303,0.01784,-1.5,0,0,5,0,0,4,0,0,0,0,0,0,3,4,0,5,3,0,0,3,0,2,3,0,3,0,2,1,0,3
1999,12,0.0000269,49.4,297.19,-0.5,0.2673,0.23,0.01647,-1.7,0,0,5,0,0,4,0,0,0,0,0,0,3,2,0,5,4,0,0,0,0,2,3,0,3,0,0,1,0,4
2000,1,0.0000183,57.8,297.52,-0.2,0.2379,0.1662,0.01441,-1.7,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,4,3,0,2,0,0,3,4,1
2000,2,0.0000079,61.7,299.14,-0.7,0.1859,0.128,0.01332,-1.4,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,5,4,3,0,3,0,0,2,4,1
2000,3,0.0000078,58.3,300.64,-0.7,0.1698,0.1124,0.01301,-1.1,3,0,0,0,5,0,0,0,5,0,5,0,0,0,4,0,4,4,0,0,5,4,2,0,0,0,0,0,4,0
2000,4,0.0000322,50.7,298.97,-0.7,0.257,0.1354,0.01532,-0.8,4,0,0,0,5,0,0,0,4,4,5,0,0,0,4,0,4,3,0,0,3,0,0,0,0,0,0,0,4,0
2000,5,0.0000513,46,298.39,0.5,0.2832,0.1917,0.016790001,-0.7,0,0,0,0,0,0,0,3,4,5,5,0,0,0,5,5,3,0,0,4,2,0,0,0,0,0,0,0,4,0
2000,6,0.0000966,41.8,296.45,1.2,0.3581,0.3134,0.017829999,-0.6,0,0,0,0,0,0,5,2,4,5,5,0,0,0,5,5,3,0,0,4,0,0,0,0,0,3,0,0,0,0
2000,7,0.0000878,43.6,296.26,0.1,0.3658,0.3633,0.017589999,-0.6,0,0,0,0,0,0,5,4,3,5,0,4,0,0,4,4,0,0,0,5,0,0,0,0,0,3,0,0,0,0
2000,8,0.0000872,43.7,296.61,-1.1,0.3774,0.379,0.01801,-0.5,0,0,0,0,0,0,5,4,0,0,0,4,0,0,0,3,0,0,0,5,0,0,0,3,0,2,0,0,0,0
2000,9,0.0000967,43.5,296.96,-1,0.3781,0.3735,0.01843,-0.5,0,0,3,4,0,5,5,4,0,0,0,3,5,2,0,1,0,0,0,3,0,0,0,4,0,2,1,0,0,2
2000,10,0.0000725,45.8,296.73,-0.5,0.3563,0.3491,0.01812,-0.6,0,3,3,5,0,5,5,0,0,0,0,3,5,1,0,0,0,0,0,2,0,0,3,3,5,0,1,0,0,2
2000,11,0.0000564,45.5,296.74,-0.5,0.3251,0.3032,0.01757,-0.7,0,3,4,2,0,5,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,3,2,2,4,0,1,0,0,3
2000,12,0.0000048,58.5,298.14,-0.8,0.2209,0.2185,0.01481,-0.7,0,5,4,1,0,5,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,2
2001,1,0.0000021,63.8,299.49,-0.5,0.16,0.1487,0.01306,-0.7,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,4,5,4,0,2,0,0,3,4,1
2001,2,0,70.2,299.88,-0.5,0.1279,0.1188,0.0122,-0.5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,5,3,0,1,0,0,2,4,1
2001,3,0.0000002,67.1,302.56,-1,0.1119,0.108,0.01172,-0.4,4,0,0,0,5,0,0,4,0,0,5,0,0,0,0,0,4,5,3,0,3,4,2,0,1,0,0,1,5,0
2001,4,0.0000011,58.5,302.21,-0.7,0.1294,0.1266,0.01293,-0.3,3,0,0,0,5,0,0,5,4,5,5,0,0,0,4,0,4,1,2,0,2,0,0,0,0,0,0,0,5,0
2001,5,0.0000392,49.7,299.68,-0.6,0.2686,0.1844,0.01653,-0.3,2,0,0,0,0,0,0,5,5,5,5,0,0,0,5,0,5,0,2,3,1,0,0,0,0,0,0,0,5,0
2001,6,0.0000495,48.3,297.93,1,0.2957,0.2594,0.01639,-0.1,2,0,0,3,0,0,2,4,5,5,3,5,0,0,5,0,5,0,0,3,0,0,0,0,0,1,0,0,0,0
2001,7,0.0000725,45.3,296.86,0.5,0.3317,0.3208,0.01746,-0.1,0,0,0,4,0,0,3,3,0,5,0,5,0,0,5,5,5,0,0,4,0,0,0,0,0,1,0,0,0,0
2001,8,0.0001076,41,296.92,-0.8,0.3798,0.3663,0.018409999,-0.1,0,0,0,5,0,0,3,0,0,0,0,5,0,0,5,5,4,0,0,4,0,0,0,1,0,2,0,0,0,0
2001,9,0.0000704,45.4,296.69,-0.5,0.3613,0.3666,0.018030001,-0.2,0,0,4,5,0,5,3,0,0,0,0,5,5,5,0,5,3,0,0,5,0,0,0,2,0,2,5,0,0,0
2001,10,0.0000677,45,297.28,-1,0.3336,0.3253,0.018270001,-0.3,0,2,4,0,0,4,0,0,0,0,0,4,5,5,0,2,0,0,0,3,0,0,3,3,4,1,4,0,0,2
2001,11,0.000034,49.9,297.92,-1,0.2834,0.2754,0.01702,-0.3,0,3,5,0,0,2,0,0,0,0,0,0,5,5,0,2,0,0,0,2,0,3,4,0,4,0,4,0,0,2
2001,12,0.0000278,46.3,298.06,-1,0.2673,0.2049,0.01694,-0.3,0,5,5,0,0,2,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,2
2002,1,0.0000043,60.7,298.89,-0.4,0.1939,0.1502,0.01462,-0.1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,2,3,3,0,2,0,0,1,2,0
2002,2,0.0000007,63.5,300.85,-0.7,0.1517,0.1204,0.0129,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,3,3,4,0,2,0,0,1,2,0
2002,3,0.0000162,58.9,300.75,-0.3,0.1486,0.1089,0.01379,0.1,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,4,6,0,0,4,4,5,0,0,0,0,1,2,0
2002,4,0.0000526,45.6,298.38,0.1,0.2804,0.139,0.016690001,0.2,0,0,0,0,5,0,0,4,0,3,4,0,0,0,4,0,4,3,0,0,3,0,2,0,0,0,0,0,2,0
2002,5,0.0000385,46.2,298.79,-0.2,0.2743,0.1984,0.01701,0.4,0,0,0,0,0,0,0,5,3,3,4,0,0,0,4,0,4,0,0,3,1,0,0,0,0,0,0,0,1,0
2002,6,0.0000879,41,296.84,1.1,0.3455,0.301,0.01805,0.7,5,4,0,0,0,0,2,5,3,3,3,3,0,0,4,0,3,0,0,3,0,0,0,2,0,1,0,0,0,0
2002,7,0.0000752,43.3,296.7,-0.1,0.3552,0.3518,0.017899999,0.8,1,3,0,3,0,0,2,5,0,4,0,3,0,0,4,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0
2002,8,0.0000757,45.3,296.9,-1,0.3586,0.3563,0.018100001,0.9,3,3,0,3,0,0,1,4,0,0,0,3,0,0,5,0,0,0,0,5,0,0,0,1,0,2,0,0,0,0
2002,9,0.0000688,46,297.27,-1.2,0.3557,0.3578,0.01846,1,4,3,5,3,0,5,4,3,0,0,0,3,3,0,0,0,0,0,0,5,0,0,3,1,0,2,4,0,0,0
2002,10,0.0000511,49.3,297.52,-0.8,0.3148,0.3105,0.017650001,1.2,5,3,5,2,0,5,4,0,0,0,0,3,3,4,0,2,0,0,0,5,0,0,3,1,5,0,3,0,0,3
2002,11,0.0000164,52.5,298.34,-1.1,0.259,0.2483,0.01599,1.3,0,5,5,0,0,5,0,0,0,0,0,0,3,4,0,2,0,0,0,5,0,2,3,0,5,0,0,0,0,2
2002,12,0.0000016,61.8,299.23,-0.6,0.1983,0.176,0.01389,1.1,0,5,5,0,0,5,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,3,0,5,0,0,0,0,4
2003,1,0.0000001,67.9,300.83,-0.6,0.1403,0.1292,0.01271,0.9,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,5,3,2,0,2,0,0,3,4,0
2003,2,0,69.6,301.55,-0.7,0.1143,0.1103,0.01233,0.6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,5,3,2,0,3,0,0,2,4,0
2003,3,0.0000049,63.1,302.66,-0.7,0.1113,0.1048,0.01222,0.4,1,0,0,0,5,0,0,0,4,0,5,0,0,0,0,0,4,1,0,0,2,4,2,0,1,0,0,1,3,0
2003,4,0.0000253,51.5,301.84,-1.3,0.2219,0.1299,0.01502,0,1,0,0,1,3,0,0,0,5,3,5,0,0,0,4,0,4,4,0,0,4,0,2,0,0,0,0,1,3,0
2003,5,0.0000231,49.5,300.25,-0.3,0.2602,0.1853,0.01595,-0.3,2,0,0,2,0,0,0,0,5,3,5,0,0,0,5,0,1,0,0,5,1,0,2,3,0,0,0,0,3,0
2003,6,0.0000687,45.2,297.39,2.2,0.3177,0.2728,0.017550001,-0.2,5,0,0,3,0,0,3,3,3,3,5,4,0,0,5,0,0,0,0,5,0,0,0,2,0,2,0,0,0,0
2003,7,0.0000861,41.8,296.82,0,0.3558,0.3392,0.018069999,0.1,0,0,0,2,0,0,3,4,0,3,0,4,0,0,5,0,0,0,0,5,0,0,0,1,0,3,0,0,0,0
2003,8,0.0000868,44.6,297.2,-1.1,0.3623,0.3549,0.018379999,0.2,0,0,0,0,0,0,4,4,0,0,0,4,0,0,4,0,0,0,0,5,0,0,0,1,0,4,0,0,0,0
2003,9,0.0000978,42.7,297.28,-1.4,0.3791,0.3773,0.0187,0.3,0,0,3,0,0,5,4,4,0,0,0,4,5,5,0,0,0,0,0,5,0,0,0,1,0,1,4,0,0,3
2003,10,0.0000802,43.2,297.57,-1.4,0.3597,0.3508,0.01897,0.3,0,3,2,0,0,4,0,4,0,0,0,3,5,5,0,2,0,0,0,5,0,0,1,0,4,0,4,0,0,2
2003,11,0.00006,44.8,297.47,-0.9,0.3267,0.3051,0.01833,0.4,0,2,4,0,0,3,0,0,0,0,0,0,5,5,0,2,0,0,5,5,0,3,2,0,4,0,1,0,0,2
2003,12,0.0000126,54.7,298.29,-0.7,0.2405,0.226,0.0153,0.4,0,1,5,0,0,3,0,0,0,0,0,0,5,5,0,5,0,0,5,0,0,2,3,0,4,0,0,0,0,2
2004,1,0.0000134,56.1,298.37,-0.7,0.229,0.1571,0.01421,0.4,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,1,1,3,0,4,5,4,0,1,0,0,3,4,1
2004,2,0.0000036,59.2,300.77,-0.6,0.1699,0.1235,0.01335,0.3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,1,1,3,0,5,5,5,0,2,0,0,3,4,0
2004,3,0.0000052,54.3,301.79,-0.7,0.1486,0.1101,0.01338,0.2,2,1,0,0,3,0,0,0,4,0,5,0,0,0,0,0,1,2,3,0,5,5,4,0,0,0,0,2,4,0
2004,4,0.0000398,45.7,300.62,-0.2,0.2372,0.1315,0.01591,0.2,0,1,0,0,3,0,0,3,3,4,5,0,0,0,3,0,1,4,4,0,3,0,0,0,0,0,0,1,4,0
2004,5,0.0000917,38.1,297.55,0.9,0.3249,0.2154,0.0184,0.2,0,3,0,2,0,0,0,4,3,4,5,0,0,0,3,0,1,0,4,4,1,0,0,0,0,0,0,0,3,0
2004,6,0.0000384,47.5,297.32,-0.2,0.3064,0.308,0.017109999,0.3,0,1,0,3,0,0,1,4,3,5,5,4,0,0,2,0,1,0,4,4,0,0,0,0,0,5,0,0,0,0
2004,7,0.000072,45.8,296.67,0,0.3451,0.3396,0.017659999,0.5,0,0,0,5,0,0,2,5,0,5,0,4,0,0,2,0,3,0,4,3,0,0,0,0,0,4,0,0,0,0
2004,8,0.0000729,45.1,297.2,-1.2,0.3485,0.3463,0.018100001,0.6,0,3,0,5,0,0,2,0,0,0,0,4,0,0,2,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0
2004,9,0.0000922,44.7,297.51,-1.6,0.3658,0.3552,0.018850001,0.7,5,2,5,4,0,5,4,0,0,0,0,4,4,5,0,0,0,0,0,3,0,0,0,4,0,4,5,0,0,0
2004,10,0.0000637,44.8,297.67,-1,0.3427,0.3388,0.018610001,0.7,4,2,5,0,0,5,0,0,0,0,0,4,3,4,0,2,0,0,0,3,0,0,4,5,3,0,5,0,0,4
2004,11,0.0000489,47.4,297.7,-0.8,0.3038,0.2845,0.017929999,0.7,3,3,4,0,0,5,0,0,0,0,0,0,3,4,0,2,0,0,0,3,0,2,5,0,3,0,3,0,0,4
